id,select_type,table,type,possible_keys,key,key_len,ref,rows,filtered,Extra
1,SIMPLE,c,index,PRIMARY,PRIMARY,4,NULL,20020,100.00,"Using index"
1,SIMPLE,r,ref,PRIMARY,PRIMARY,4,reparacion.c.dniCliente,1,100.00,"Using where"
1,SIMPLE,s,eq_ref,PRIMARY,PRIMARY,4,reparacion.r.codSucursal,1,100.00,"Using where"
1,SIMPLE,rv,eq_ref,PRIMARY,PRIMARY,101,"reparacion.c.dniCliente,reparacion.r.fechaInicioReparacion,const",1,100.00,"Using where; Using index"
